Time,Speed,Frequency,Duty Cycle
13.899999999999967,33.0,4.329268292682927,32.0
13.999999999999966,1.75,4.0,32.0
14.099999999999966,3.5,4.0,32.0
14.199999999999966,5.25,4.0,32.0
14.299999999999965,7.0,4.0,32.0
14.399999999999965,8.75,4.0,32.0
14.499999999999964,10.5,4.0,32.0
14.599999999999964,12.25,4.0,32.0
14.699999999999964,14.0,4.0,32.0
14.799999999999963,15.75,4.0,32.0
14.899999999999963,17.5,4.0,32.0
14.999999999999963,19.25,4.0,32.0
15.099999999999962,21.0,4.0,32.0
15.199999999999962,22.75,4.0,32.0
15.299999999999962,24.5,4.0182926829268295,32.0
15.399999999999961,26.25,4.0823170731707314,32.0
15.499999999999961,28.0,4.146341463414634,32.0
15.59999999999996,29.75,4.210365853658536,32.0
15.69999999999996,31.5,4.274390243902439,32.0
15.79999999999996,33.25,4.338414634146341,32.0
15.89999999999996,35.0,4.402439024390244,32.0
